,Tag,Codes,simSeconds,hostSeconds
260,LSSF_ls_80,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define DIM1 100
#define DIM2 100
#define DIM3 100

int main() {
    int i, j, k;
    int arr[DIM1][DIM2][DIM3];

    // Seed the random number generator
    srand(time(NULL));

    // Generate random values for the array
    for (i = 0; i < DIM1; i++) {
        for (j = 0; j < DIM2; j++) {
            for (k = 0; k < DIM3; k++) {
                arr[i][j][k] = rand() % 100; // Generate values between 0 and 999
            }
        }
    }

    // Print the array
    printf(""Random 3D Array:\n"");
    for (i = 0; i < DIM1; i++) {
        for (j = 0; j < DIM2; j++) {
            for (k = 0; k < DIM3; k++) {
                printf(""%d "", arr[i][j][k]);
            }
            printf(""\n"");
        }
        printf(""\n"");
    }

    return 0;
}
",1.280739,0
261,LSSF_ls_81,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100

void print_matrix(int matrix[][SIZE]) {
    int i, j;
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            printf(""%d "", matrix[i][j]);
        }
        printf(""\n"");
    }
}

void multiply_matrices(int matrix1[][SIZE], int matrix2[][SIZE], int result[][SIZE]) {
    int i, j, k;
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            result[i][j] = 0;
            for (k = 0; k < SIZE; k++) {
                result[i][j] += matrix1[i][k] * matrix2[k][j];
            }
        }
    }
}

int main() {
    int matrix1[SIZE][SIZE];
    int matrix2[SIZE][SIZE];
    int result[SIZE][SIZE];
    int i, j;

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            matrix1[i][j] = rand() % 100;
            matrix2[i][j] = rand() % 100;
        }
    }

    // Multiply matrices and print the result
    multiply_matrices(matrix1, matrix2, result);
    print_matrix(result);

    return 0;
}
",0.11506,0
262,LSSF_ls_82,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100

void print_matrix(int matrix[][SIZE]) {
    int i, j;
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            printf(""%d "", matrix[i][j]);
        }
        printf(""\n"");
    }
}

void multiply_matrices(int matrix1[][SIZE], int matrix2[][SIZE], int result[][SIZE]) {
    int i, j, k;
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            result[i][j] = 0;
            for (k = 0; k < SIZE; k++) {
                result[i][j] += matrix1[i][k] * matrix2[k][j];
            }
        }
    }
}

int main() {
    int matrix1[SIZE][SIZE];
    int matrix2[SIZE][SIZE];
    int result[SIZE][SIZE];
    int i, j;

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            matrix1[i][j] = rand() % 100;
            matrix2[i][j] = rand() % 100;
        }
    }

    // Multiply matrices and print the result
    multiply_matrices(matrix1, matrix2, result);
    print_matrix(result);

    return 0;
}
",0.11506,0
263,LSSF_ls_83,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100

void print_matrix(int matrix[][SIZE]) {
    int i, j;
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            printf(""%d "", matrix[i][j]);
        }
        printf(""\n"");
    }
}

void multiply_matrices(int matrix1[][SIZE], int matrix2[][SIZE], int result[][SIZE]) {
    int i, j, k;
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            result[i][j] = 0;
            for (k = 0; k < SIZE; k++) {
                result[i][j] += matrix1[i][k] * matrix2[k][j];
            }
        }
    }
}

int main() {
    int matrix1[SIZE][SIZE];
    int matrix2[SIZE][SIZE];
    int result[SIZE][SIZE];
    int i, j;

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        for (j = 0; j < SIZE; j++) {
            matrix1[i][j] = rand() % 1000;
            matrix2[i][j] = rand() % 1000;
        }
    }

    // Multiply matrices and print the result
    multiply_matrices(matrix1, matrix2, result);
    print_matrix(result);

    return 0;
}
",0.115398,0
264,LSSF_ls_84,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100000

void swap(int *a, int *b) {
    int temp = *a;
    *a = *b;
    *b = temp;
}

int partition(int arr[], int low, int high) {
    int pivot = arr[high];
    int i = low - 1;

    for (int j = low; j <= high - 1; j++) {
        if (arr[j] < pivot) {
            i++;
            swap(&arr[i], &arr[j]);
        }
    }

    swap(&arr[i + 1], &arr[high]);
    return (i + 1);
}

void quick_sort(int arr[], int low, int high) {
    if (low < high) {
        int pi = partition(arr, low, high);

        quick_sort(arr, low, pi - 1);
        quick_sort(arr, pi + 1, high);
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 10;
    }

    // Sort the array using Quick Sort
    quick_sort(arr, 0, SIZE - 1);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",1.175838,0
265,LSSF_ls_85,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100000

void swap(int *a, int *b) {
    int temp = *a;
    *a = *b;
    *b = temp;
}

int partition(int arr[], int low, int high) {
    int pivot = arr[high];
    int i = low - 1;

    for (int j = low; j <= high - 1; j++) {
        if (arr[j] < pivot) {
            i++;
            swap(&arr[i], &arr[j]);
        }
    }

    swap(&arr[i + 1], &arr[high]);
    return (i + 1);
}

void quick_sort(int arr[], int low, int high) {
    if (low < high) {
        int pi = partition(arr, low, high);

        quick_sort(arr, low, pi - 1);
        quick_sort(arr, pi + 1, high);
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 100;
    }

    // Sort the array using Quick Sort
    quick_sort(arr, 0, SIZE - 1);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",1.298174,0
266,LSSF_ls_86,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 100000

void swap(int *a, int *b) {
    int temp = *a;
    *a = *b;
    *b = temp;
}

int partition(int arr[], int low, int high) {
    int pivot = arr[high];
    int i = low - 1;

    for (int j = low; j <= high - 1; j++) {
        if (arr[j] < pivot) {
            i++;
            swap(&arr[i], &arr[j]);
        }
    }

    swap(&arr[i + 1], &arr[high]);
    return (i + 1);
}

void quick_sort(int arr[], int low, int high) {
    if (low < high) {
        int pi = partition(arr, low, high);

        quick_sort(arr, low, pi - 1);
        quick_sort(arr, pi + 1, high);
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 10000;
    }

    // Sort the array using Quick Sort
    quick_sort(arr, 0, SIZE - 1);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",0.249436,0
267,LSSF_ls_87,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void selection_sort(int arr[], int n) {
    int i, j, min_idx;
    for (i = 0; i < n - 1; i++) {
        min_idx = i;
        for (j = i + 1; j < n; j++) {
            if (arr[j] < arr[min_idx]) {
                min_idx = j;
            }
        }
        // Swap the minimum element with the current element
        int temp = arr[i];
        arr[i] = arr[min_idx];
        arr[min_idx] = temp;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 100;
    }

    // Sort the array using Selection Sort
    selection_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",1.615038,0
268,LSSF_ls_88,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void selection_sort(int arr[], int n) {
    int i, j, min_idx;
    for (i = 0; i < n - 1; i++) {
        min_idx = i;
        for (j = i + 1; j < n; j++) {
            if (arr[j] < arr[min_idx]) {
                min_idx = j;
            }
        }
        // Swap the minimum element with the current element
        int temp = arr[i];
        arr[i] = arr[min_idx];
        arr[min_idx] = temp;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 10000;
    }

    // Sort the array using Selection Sort
    selection_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",1.615509,0
269,LSSF_ls_89,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define SIZE 10000

void selection_sort(int arr[], int n) {
    int i, j, min_idx;
    for (i = 0; i < n - 1; i++) {
        min_idx = i;
        for (j = i + 1; j < n; j++) {
            if (arr[j] < arr[min_idx]) {
                min_idx = j;
            }
        }
        // Swap the minimum element with the current element
        int temp = arr[i];
        arr[i] = arr[min_idx];
        arr[min_idx] = temp;
    }
}

int main() {
    int arr[SIZE];
    int i;

    // Initialize array with random values
    srand(time(NULL));
    for (i = 0; i < SIZE; i++) {
        arr[i] = rand() % 100000;
    }

    // Sort the array using Selection Sort
    selection_sort(arr, SIZE);

    // Print the sorted array
    for (i = 0; i < SIZE; i++) {
        printf(""%d "", arr[i]);
    }

    return 0;
}
",1.615749,0
270,LSSF_ls_90,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS1 100
#define COLS1 100
#define ROWS2 100
#define COLS2 100

int main() {
    int i, j, k;
    int mat1[ROWS1][COLS1];
    int mat2[ROWS2][COLS2];
    int res[ROWS1][COLS2];

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS1; j++) {
            mat1[i][j] = rand() % 100;
        }
    }
    for (i = 0; i < ROWS2; i++) {
        for (j = 0; j < COLS2; j++) {
            mat2[i][j] = rand() % 10;
        }
    }

    // Perform matrix multiplication
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            res[i][j] = 0;
            for (k = 0; k < COLS1; k++) {
                res[i][j] += mat1[i][k] * mat2[k][j];
            }
        }
    }

    // Print the resulting matrix
    printf(""Resulting Matrix:\n"");
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            printf(""%d "", res[i][j]);
        }
        printf(""\n"");
    }

    return 0;
}
",0.107917,0
271,LSSF_ls_91,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS1 100
#define COLS1 100
#define ROWS2 100
#define COLS2 100

int main() {
    int i, j, k;
    int mat1[ROWS1][COLS1];
    int mat2[ROWS2][COLS2];
    int res[ROWS1][COLS2];

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS1; j++) {
            mat1[i][j] = rand() % 10;
        }
    }
    for (i = 0; i < ROWS2; i++) {
        for (j = 0; j < COLS2; j++) {
            mat2[i][j] = rand() % 100;
        }
    }

    // Perform matrix multiplication
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            res[i][j] = 0;
            for (k = 0; k < COLS1; k++) {
                res[i][j] += mat1[i][k] * mat2[k][j];
            }
        }
    }

    // Print the resulting matrix
    printf(""Resulting Matrix:\n"");
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            printf(""%d "", res[i][j]);
        }
        printf(""\n"");
    }

    return 0;
}
",0.107917,0
272,LSSF_ls_92,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS1 100
#define COLS1 100
#define ROWS2 100
#define COLS2 100

int main() {
    int i, j, k;
    int mat1[ROWS1][COLS1];
    int mat2[ROWS2][COLS2];
    int res[ROWS1][COLS2];

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS1; j++) {
            mat1[i][j] = rand() % 100;
        }
    }
    for (i = 0; i < ROWS2; i++) {
        for (j = 0; j < COLS2; j++) {
            mat2[i][j] = rand() % 100;
        }
    }

    // Perform matrix multiplication
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            res[i][j] = 0;
            for (k = 0; k < COLS1; k++) {
                res[i][j] += mat1[i][k] * mat2[k][j];
            }
        }
    }

    // Print the resulting matrix
    printf(""Resulting Matrix:\n"");
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            printf(""%d "", res[i][j]);
        }
        printf(""\n"");
    }

    return 0;
}
",0.107071,0
273,LSSF_ls_93,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS1 100
#define COLS1 100
#define ROWS2 100
#define COLS2 100

int main() {
    int i, j, k;
    int mat1[ROWS1][COLS1];
    int mat2[ROWS2][COLS2];
    int res[ROWS1][COLS2];

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS1; j++) {
            mat1[i][j] = rand() % 1000;
        }
    }
    for (i = 0; i < ROWS2; i++) {
        for (j = 0; j < COLS2; j++) {
            mat2[i][j] = rand() % 10;
        }
    }

    // Perform matrix multiplication
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            res[i][j] = 0;
            for (k = 0; k < COLS1; k++) {
                res[i][j] += mat1[i][k] * mat2[k][j];
            }
        }
    }

    // Print the resulting matrix
    printf(""Resulting Matrix:\n"");
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            printf(""%d "", res[i][j]);
        }
        printf(""\n"");
    }

    return 0;
}
",0.107136,0
274,LSSF_ls_94,"#include <stdio.h>
#include <stdlib.h>
#include <time.h>

#define ROWS1 100
#define COLS1 100
#define ROWS2 100
#define COLS2 100

int main() {
    int i, j, k;
    int mat1[ROWS1][COLS1];
    int mat2[ROWS2][COLS2];
    int res[ROWS1][COLS2];

    // Initialize matrices with random values
    srand(time(NULL));
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS1; j++) {
            mat1[i][j] = rand() % 1000;
        }
    }
    for (i = 0; i < ROWS2; i++) {
        for (j = 0; j < COLS2; j++) {
            mat2[i][j] = rand() % 10;
        }
    }

    // Perform matrix multiplication
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            res[i][j] = 0;
            for (k = 0; k < COLS1; k++) {
                res[i][j] += mat1[i][k] * mat2[k][j];
            }
        }
    }

    // Print the resulting matrix
    printf(""Resulting Matrix:\n"");
    for (i = 0; i < ROWS1; i++) {
        for (j = 0; j < COLS2; j++) {
            printf(""%d "", res[i][j]);
        }
        printf(""\n"");
    }

    return 0;
}
",0.107136,0
